,teks,label,clean_teks
181,Meldi aku perhatikan kamu seperti orang china deh.. cantik,no,meldi perhati orang china deh cantik
182,"Editan softlensnya keluar itu mbaknya, kayak ratu titisan ular kamu wkwkwk",yes,edit softlensnya mbak ratu titis ular wkwkwk
183,Kasihan ular dibawa bawa kamu gak pantas jadi ular pantasnya jadi bunglon atau buaya..,yes,kasihan ular bawa bawa ular pantas bunglon buaya
184,Maju trus ya sayang.. abaikan orang2 yg comment menyakitkan,no,maju ya sayang abai orang komen sakit
185,Kasihan ya kamu @rosameldianti_ Hidup sekali cuman buat bahan hujatan masyarakat… Mubadzir banget deh hidup lo… Napa gak bunuh diri aja?,yes,kasihan ya rosameldianti hidup bahan hujat masyarakat mubadzir deh hidup bunuh
186,"Semangat mel, bahasa asing mah yang penting kita berani pasti entarnya bisa",no,semangat mel bahasa asing mah berani entar
187,Beda sama d foto yaa.. Disini lebar banget mukanya maaf itu kalau foto editan ya,yes,beda foto yaa lebar muka maaf foto edit ya
188,"Meldi meskipun kadang mulut ku tak bisa di rem karena kehaluanmu, tapi aku bangga akan berusaha mu, yuhuuu",no,meldi kadang mulut rem haluan bangga usaha mu yuhuuu
189,Lupa di edit ya tu muka melar,yes,lupa edit ya muka melar
190,"Semangatt, kesalahan dalam belajar bahasa asing itu penting. Karena itu pembelajaran utamanya, supaya kesalahannya ga terulang",no,semangatt salah ajar bahasa asing ajar utama salah ulang
191,Kereennnn.. dari bully.an netizen menjadikanmu mau belajar,no,kereennnn bullyan netizen jadi ajar
192,Hiiihhh jiik lihat nih orang… auranya buruk bgt gak ada manis manisnya,yes,hiiihhh jiik lihat nih orang aura buruk banget manis manis
193,Semangat untuk belajar ya… saya uga gak bisa bahasa inggris,no,semangat ajar ya bahasa inggris
194,Yang penting ada niat.. dan keberanian,no,niat berani
195,"Salut Mel.. semangat belajar, yg ngetawain juga belum tentu bisa Dan berani..",no,salut mel semangat ajar ngetawain berani
196,Gpp Mel semangat buat belajar trusssss jangan gampang nyerah pokoknya @rosameldianti_,no,tidak-apa-apa mel semangat ajar trusssss gampang nyerah pokok rosameldianti
197,Setidaknya dia ngaku. bukan belagak pintar,no,ngaku bagak pintar
198,"Masih jauh kalo ngarep bisa ikutan kontes miss earth , makanya dari kecil les inggris biar lidahnya gak keseleo",yes,harap ikut kontes miss earth les inggris biar lidah keseleo
199,Cuma di postingan ini ya bund netizen sedikit yang menghujat,no,postingan ya bund netizen hujat
200,"Happy birthday Mel sehat dan Sukses yah, Aamiin",no,senang ulang mel sehat sukses yah aamiin
201,Happy Birthday kak Meldi yang imut n ngegemesin. Tambah sukses selalu,no,senang ulang kak meldi imut n ngegemesin sukses
202,Ya ampun ketiak dan lemaknya editan parah wkwk,yes,ya ampun ketiak lemak edit parah wkwk
203,"Ketiaknya habis di amplas mel, alus banget",yes,ketiak habis amplas mel alus
204,"Udah diedit gitu, ketiak lu tetap hitam",yes,edit ketiak hitam
205,"Selamat ulang tahun mel, udah yah jangan banyak tingkah",no,selamat ulang mel yah tingkah
206,Mukanya kuning banget kaya kunyit,yes,muka kuning kaya kunyit
207,Selamat ulang tahun meldi sukses dan sehat terus ya….,no,selamat ulang meldi sukses sehat ya
208,"Fotonya lainnya jangan yang ini, kan masih banyak yang lebih cantik ihhh biar gak kena hujat kamu ihh, aku mah kasihan",no,foto cantik ihhh biar kena hujat ihh mah kasihan
209,HBD meldi… Semoga sukses selalu dan panjang umur dan rejekinya di lancarkan.. Amin,no,selamat ulang meldi moga sukses umur rejekinya lancar amin
210,"Perasaan kemarin lengannya kekar banget kek petinju, udah gitu ketiaknya juga hitam. Kok difoto ini lengannya jadi kecil, ketiaknya putih kek dibedakin",yes,asa kemarin lengan kekar tinju ketiak hitam foto lengan ketiak putih dibedakin
211,"Selamat Ulang Tahun kak @rosameldianti_, banyaknya sadar dan jangan pansos lagi yah. Amin",no,selamat ulang kak rosameldianti banyak sadar pansos yah amin
212,Hbd cantik semoga kedepannya tambah sukses,no,selamat ulang cantik moga depan sukses
213,Hbd mbak mel tambah cantik di panjangkan umurnya dan sehat selalu,no,selamat ulang mbak mel cantik panjang umur sehat
214,berdiri di kaki sendiri lebih baik,no,diri kaki
215,Biar di edit2 kaya apa juga tetap aja ketiak hitam nya ga bisa di bohongin,yes,biar edit kaya ketiak hitam nya bohongin
216,Sumpah demi apapun.. Lengan nya gede banget,yes,sumpah apa lengan nya
217,Selamat ulang tahun panjang umur sampai ketemu dajjal,yes,selamat ulang umur ketemu dajjal
218,"Ketiak hitam buluk mau lu edit nutupin daki diketek lu tetap aka hitam ketiak lu, dasar Dugong @rosameldianti_",yes,ketiak hitam buluk edit nutupin daki ketek aka hitam ketiak dasar dugong rosameldianti
219,Di atm tinggal 150 ribu aja banyak gaya lu dugong,yes,atm tinggal ribu gaya dugong
220,Gak ada bagus2nya suara dan polanya….,yes,bagus suara pola
221,Si Meldi jelek aja banyak gaya. Beda banget sm tante n sepupunya yang udah jelas2 cantik,yes,si meldi jelek gaya beda tante n sepupu cantik
222,Tapi dia sekarang dah berubah gak kayak dulu kalau yang gue lihat,no,ubah lihat
223,Ngedit ketiaknya berapa lah dah itu ya ampe ngeblur pisan.. Putihnya kek cat tembok,yes,edit ketiak ya ngeblur putih cat tembok
224,Aduh dugong masih aja gila filter….,yes,aduh dugong gila filter
225,"Sekarang bukan muka aja yang didempul, tapi ketiak juga",yes,muka dempul ketiak
226,Kasian kebelet artis tapi gak punya bakat,yes,kasihan kebelet artis bakat
227,"Yang merasa peliharaannya lepas, tolong diangkut",yes,pelihara lepas tolong angkut
228,Miris banget… ultah bukan didoain yang baik2 tapi tetap di bully kasian !! God bless u mel,no,miris ulang didoain bully kasihan god bless mel
229,Mudah mudahan lu jadi gembel. Amin ya Allah,yes,mudah mudah jelek amin ya allah
230,Ketiaknya hitam dikasih bedak jadi nya abu monyet,yes,ketiak hitam kasih bedak nya abu monyet
231,"Heran gua mah kalau gasuka gausah di follow dah tau ni akun private kalo lu tetap follow dan ngebuli tanda nya lu sirik. Gasuka ya gausah diliat, kaya dirinya sempurna aja",no,heran mah suka follow ni akun private follow ngebuli tanda nya sirik suka ya kaya sempurna
232,Gua berharap lu aja si yg sakit bukan laura lol,yes,harap si sakit laura tertawa
233,Harusnya lo aja yang menderitaaa bukan lora anj!!!!!!!!!,yes,menderitaaa lora anj
234,"GAGA SEMPET BENERAN LORA LO TINGGALIN, LO ORANG PALING JAHAT GA!!!! LO GAK BAKAL BAHAGIA GA",yes,gaga sempet lora tinggalin orang jahat bahagia
235,Lu bener ga.kalo sempet nyakitin lora gue santet!!!!!,yes,gakalo sempet sakit lora santet
236,Si gaga kok kek anjing,yes,si gaga anjing
237,"Semangat gaga, jangan liat kebelakang fokus aja kedepan, masih muda masih banyak yg lebih baik juga.",no,semangat gaga lihat belakang fokus depan muda
238,Gak ada cantiknya. Gila yang ada,yes,cantik gila
239,"meldi makin bersinar yaaa, pertahanin karir jgn di sia siain",no,meldi sinar yaaa pertahanin karir sia siain
240,Tetap semangat…. sebaik apapun kamu akan dalah Dimata pembenci…..,no,semangat apa dalah mata benci
241,Asli gak ada bebet bobo ni anak. kasihan sekali.,yes,asli bebet tidur ni anak kasihan
242,kumat… lama semedinya segini keluarnya,yes,kumat semedinya gin keluar
243,Tangannya hitam… beda ama muka,yes,tangan hitam beda muka
244,Kok meldi di foto aku gendut beda,yes,meldi foto gendut beda
245,"Gatau sih, cantik tapi gak ada aura nya sama sekali . Cantik tapi idih gitu lihatnya , kenapa yaa ??",yes,tau sih cantik aura nya cantik idih lihat yaa
246,Baik buruk nya kamu akan tetap terlihat buruk di mata mereka yang ga menyukai mu..,no,buruk nya buruk mata suka mu
247,"Gila ni siluman,, di story orang lain keliatan banget tumpukan2 lemaknya, buriknya apalagi",yes,gila ni siluman story orang tumpu lemak burik
248,Dasar Bego lu.. gua jijik sama lu bro kayak gak punya otak banget,yes,dasar bodoh jijik bro otak
249,Lo kira lo bagus tuh begitu anjing wkwkw,yes,bagus tuh anjing wkwkw
250,Di maafin aaa… semoga dia jera untuk kedepannya…,no,maafin aaa moga jera depan
251,Eh bocah mending Lo mati aja GAK guna juga ada orang kayak lo hahahahaha,yes,eh bocah mending mati orang hahahahaha
252,Btw yang video tapi boong itu dia buat nya tahun lalu bukan pas masalah yang sekarang kalau gak percaya lihat tribun news jadi jangan hujat dia lagi ya,no,ngomong ngomong video bohong nya pas percaya lihat tribun berita hujat ya
253,"Okay bro kalem aja, tetap semangat dan jangan putus asa",no,okay bro kalem semangat putus asa
254,Lu Mati ajalah . Udah biar gak bikin ribet,yes,mati biar bikin ribet
255,SAMPAH MASYARAKAT HARUS DI MUSNAHKAN SEGERA,yes,sampah masyarakat musnah
256,MATI KAU NAJIS KONTOL BANGSAT MATI KAU,yes,mati najis kontol bangsat mati
257,"youtuber toxic, tutup akunmu sekalian tutup usia",yes,youtuber toxic tutup akun tutup usia
258,Pada ribet kayak udah pada benar aja lu semua,no,ribet
259,Jangan ada hitam diatas putih. Langsung proses,no,hitam atas putih langsung proses
260,Kalau sayang sama anaknya ya di serahkan aja ke polisi biar di didik sekalian,no,sayang anak ya serah polisi biar didik
261,Manusia apa hewan sih kok gak punya hati banget,yes,manusia hewan sih hati
262,Manusia anjing. Nyari uang gitu amat. Lo kerja aja sama gue nyebokin gue ntar gue gaji lo.,yes,manusia anjing cari uang kerja nyebokin gaji
263,maklum anak kurang pendidikan kayak gitu gak punya akhlak,yes,maklum anak didik akhlak
264,Anjing memang anak gak tau diri. ibunya sampai nangis2,yes,anjing anak ibu nang
265,oi babi gue bunuh lu kalau sampai kelihatan sumpah,yes,oi babi bunuh sumpah
266,Heee sampah lu udah gua maafin TAPI BOONG GOBLOK,yes,heee sampah maafin bohong goblok
267,ANJING SINI LO BAKU HANTAM AYO,yes,anjing baku hantam ayo
268,Bangkit ya bang jangan lemah buat pelajaran dan ujian buat lu jadi yang lebih baik lagi bang,no,bangkit ya bang lemah ajar uji bang
269,Jangan patah semngat kak sukses terus,no,patah semangat kak sukses
270,"Semangat Ferdian gausah dengerin orang yang hujat kamu, karena semua manusia tidak luput dari kesalahan",no,semangat ferdian dengerin orang hujat manusia luput salah
271,Sumpah sekarang aku respect banget sama kamu,no,sumpah hormat
272,"Menurutku pribadi, dia tulus minta maafnya….",no,turut pribadi tulus maaf
273,DIKASIH BIDADARI MAUNYA BONEKA SANTET,yes,kasih bidadari mau boneka santet
274,"Ilang respect gue.. padahal jane udh setia bgt sama lu, tapi lu nya main cewe pas udh keluar dri penjara.. lol",no,hilang hormat jane setia banget nya main cewek pas penjara tertawa
275,Hapus ajh ni poto ngk tau malu bgt lu bang,no,hapus ni foto malu banget bang
276,Intinya gasuka ajg selama ada listy . Ngrusak suasana,yes,inti suka ajg listy rusak suasana
277,Di foto ini ada 2 anjing dan 1 kontol,yes,foto anjing kontol
278,"kasian banget Jane udah nunggu keluar penjara eh taunya :), waw sakit siih",no,kasihan jane nunggu penjara eh tahu waw sakit siih
279,Puny cewk baik di selingkuhin g ngotak,yes,cewk selingkuhin ngotak
280,"Inget yg di potong itu masalah nya bukan hubungan nya, tapi kalo udah gini sembeleh aja orang nya :) udah terlanjur kecewa",yes,potong nya hubung nya sembeleh orang nya lanjur kecewa
281,Ini buat konten.. masa putus foto tabi sama jessica engga dihapus ?,no,konten putus foto tabi jessica hapus
282,Tiap mau makan dibikin ama jess tpi malah ngehianatin gila sih,no,makan bikin jess ngehianatin gila sih
283,Parah lu bang nama lu udh rusak karna narkoba malah nambah masalah ajh truss,no,parah bang nama rusak narkoba tambah truss
284,Ini anjing Kok mirip ya sama Erick,yes,anjing ya erick
285,Muka Pasan sok sok an mau sm lonte lo anjing,yes,muka pas sok sok an lonte anjing
286,"Lu sama anjingnya, lebih baik anjingnya",yes,anjing anjing
287,IH ADA BABI JGN MEGANG TUH ANJING HARGA DIRINYA LEBIH TINGGI DRIPADA LO,yes,ih babi megang tuh anjing harga
288,"Santuy aja bang ga usah di tanggepin,btw gw suka gaya lo",no,santuy bang tanggepinbtw suka gaya
289,"Narkoboy kontol, Cuma bisa maen cewe sama nyakitin doang lu anjing, mati aja lu bego",yes,narkoboy kontol main cewek sakit anjing mati bodoh
290,TETEP PENJARA AJA AJG NYUSAHIN LO KELUAR,yes,penjara ajg nyusahin
291,"cewe cakep, setia kok disia sia in sahabat",no,cewek cakap setia sia sia in sahabat
292,loh kok ak liatnya anjing semua yaa,yes,loh lihat anjing yaa
293,"Anjingnya ada dua kok guys, tapi kok lagi satu gue liat ada babi item",yes,anjing guys lihat babi hitam
294,"Mantan Anjing, eh kebalik anjing mantan",yes,mantan anjing eh balik anjing mantan
295,Bikin skandal karena kepengen tenar?,no,bikin skandal tenar
296,Wiii anjay kapan lagi liat babi megang 2 anjing,yes,wiii anjay lihat babi megang anjing
297,Ini adalah foto babi sedang memeluk anjing yg pemilik nya adalah bidadari,yes,foto babi peluk anjing milik nya bidadari
298,"Babi g pantes nyentuh anjingnya bidadari, nanti kotor.",yes,babi nyentuh anjing bidadari kotor
299,SESAMA ANJING FOTO DULU YA KAN,yes,anjing foto ya
300,potret seorjing memegang anjing kwkw,yes,potret seorjing pegang anjing kwkw
301,HEH UDH NAPA HATE NYA CAPE GW BACA NYA,no,heh hate nya capek baca nya
302,WADUH MALAH LEBIH GANTENG ANJINGNYA. EH EH BAHKAN LU GA PANTES DISEBUT ANJING. ANJING KAN SETIA PANTESNYA SIH BABI HAHAHAHA,yes,aduh ganteng anjing eh eh anjing anjing setia pantesnya sih babi hahahaha
303,"kalo lomba samaan sm babi, babi nya nmr 2",yes,lomba sama babi babi nya nomor
304,Si anjing ketika berfoto dengan si anjing,yes,si anjing foto si anjing
305,Kak jessica yg nungguin+setia sm kk loh pas ad masalah kmrn. Tapi kk ga ngehargain malah lbh milih yg d sono,no,kak jessica nungguinsetia kartu keluarga loh pas kemarin kartu keluarga ngehargain pilih sono
306,erikontolim manusia babi anak lonte,yes,erikontolim manusia babi anak lonte
307,HARGAILAH HATI WANITA YANG UDH TULUS NEMENIN LO DARI 0!!!,no,harga hati wanita tulus tani
308,Tapi bagus sih erick mutusin Jessica ya karna Erick kelakuan ny begituu coba liat Jessica,no,bagus sih erick mutusin jessica ya erick laku nya begituu coba lihat jessica
309,"Anjing sekarang hebat ya, bisa pake kacamata",yes,anjing hebat ya pakai kacamata
310,Sdh lh nasi udah jdi bubur ga bisa lagi dibentuk kek semulaaa,no,lh nasi bubur bentuk semulaaa
311,"Kukira kehadiranmu akan menjadi sesuatu kebanggaan, ternyata tidak",no,kira hadir bangga
312,Ada 3 Ajg Dan Yg Punya Tato Bener2 Ajg,yes,ajg tato ajg
313,"dasar orang tua gada akhlak,ngajarin anaknya yang ga bener",yes,dasar orang tua akhlakngajarin anak
314,Erik kenapa sih? Ada yang bisa jelasin gw ga update soalnya.. maap2,no,erik sih jelasin update maaf
315,Eh jangan dekat dekat sama anjingnya ci Jessica gua lempar lu,yes,eh anjing ci jessica lempar
316,guys dr pd comment2 mending unfoll sm unsubscribe aja yaa,no,guys komen mending unfoll unsubscribe yaa
317,Babi lagi main ma anjing :),yes,babi main anjing
318,Dikasi BIDADARI MALAH PILIH BABI,yes,kasih bidadari pilih babi
319,Postingan pertama jg dihujat dong gila netijen,no,postingan hujat gila netijen
320,BARU KALI INI LIHAT ANJING SAMA BABI BAIKAN…,yes,kali lihat anjing babi baik
321,Dikasih bidadari malah milih setan,yes,kasih bidadari pilih setan
322,"Padahal gw g mau benci ama lu bro, tpi ada aja tingkah lu yang melenceng:(",no,benci bro tingkah lenceng
323,SIKAP MU LEBIH NAJIS DARIPADA LUDAH ANJING!,yes,sikap mu najis ludah anjing
324,Njir meskipun udh lama nih poto di post tapi masih banyak yg komen baru2,no,njir nih foto post komen
325,kesini cmn mo liat komen aja,no,kesini lihat komen
326,Buset hate comment ampe postingan paling bawah,no,buset hate komen postingan
327,Foto di upload nya 20 maret yang comment 1 jam 2 jam 3 jam yg lalu,no,foto upload nya maret komen jam jam jam
328,Pantes banyak utang buat bayar lonte,yes,utang bayar lonte
329,2 3 tutup botol muka lu kek kontol wkwk,yes,tutup botol muka kontol wkwk
330,astaga masih pagi dibikin ngakak ama komenan netijen yg ngmng suka bener,no,astaga pagi bikin tertawa komenan netijen ngomong suka
331,Dah lah. Gw capek baca komen kalian,no,capai baca komen
332,Keliatan bgt anjingnya ketakutan foto sama dakjal,yes,banget anjing takut foto dakjal
333,Astaga ngehujat sampe postingan paling bawah,no,astaga ngehujat postingan
334,Lebih najis elu daripada anjing!,yes,najis anjing
335,2 ekor anjing dan satu buaya makan jambut,yes,ekor anjing buaya makan jambut
336,Kalo disuruh melihara anjing/eric gw pilih anjing aja meski Najis tapi lebih najisan erick kontol,yes,suruh melihara anjingeric pilih anjing najis najis erick kontol
337,Ngapain si pada ngejudge? Mikir dulu lah dia putus juga sebelum kejadian itu tolol,no,ngapain si ngejudge berfikir putus jadi tolol
338,Hargai wanitamu dia didekati banyak pria tetapi tetap memilihmu,no,harga wanita dekat pria pilih
339,"Ternyata sipat anjing bukan hanya ada di anjing doang ya,di manusia sipat anjing juga ternyata ada",yes,sipat anjing anjing yad manusia sipat anjing
340,Potret ketika anjing poto dengan setan,yes,potret anjing foto setan
341,BANTU BEDAINN WOYY MANA ANJING MANA BABI,yes,bantu bedainn woyy anjing babi
342,Udaah woii udahh lu gak kasihan apa…. Aku capek ngelike komenan kalian,no,udaah woii udahh kasihan capai ngelike komenan
343,"3 anjing 1 anjing berwujud manusia, 2 anjing asli tak ada perwujudan aowkwkw",yes,anjing anjing wujud manusia anjing asli wujud aowkwkw
344,Kasian gue sama anjingnya dipegang dajjal,yes,kasihan anjing pegang dajjal
345,Kasian anjing nya di pegang babi,yes,kasihan anjing nya pegang babi
346,Lo itu kontol gak guna ajg anak dakjal,yes,kontol ajg anak dakjal
347,mukak lu lebih buruk daripada anjing lu,yes,mukak buruk anjing
